factura_id,fecha_emision,fecha_vencimiento,fecha_pago,cliente_id,cliente,sector,ciudad,vendedor,dias_credito,valor_factura,estado
F2025-0602,2025-10-16,2025-11-15,2025-11-26,C034,Muebles Modernos,Manufactura,Barranquilla,L. Vargas,30,16900000,pagada
F2025-0603,2025-10-08,2025-11-22,2025-11-21,C030,Lácteos San Fernando,Manufactura,Bucaramanga,D. Torres,45,40100000,pagada
F2025-0604,2025-10-28,2025-12-12,2025-12-11,C021,Consultores Empresariales BGA,Servicios,Bogotá,L. Vargas,45,4500000,pagada
F2025-0605,2025-10-15,2025-11-29,2026-01-09,C013,Constructora Cimientos,Construcción,Cali,C. Peña,45,32200000,pagada
F2025-0606,2025-10-17,2025-11-16,2025-11-16,C034,Muebles Modernos,Manufactura,Barranquilla,L. Vargas,30,13400000,pagada
F2025-0607,2025-10-04,2025-11-03,2025-12-02,C002,Constructora Monserrate,Construcción,Medellín,C. Peña,30,26300000,pagada
F2025-0608,2025-10-02,2025-11-01,2025-11-11,C018,Ingeniería y Concreto,Construcción,Cali,A. Rojas,30,14400000,pagada
F2025-0609,2025-10-02,2025-11-01,2025-11-02,C033,Granos del Tolima,Agroindustria,Cali,A. Rojas,30,10600000,pagada
F2025-0610,2025-11-16,2025-12-16,2026-01-11,C027,Constructora Horizonte,Construcción,Medellín,D. Torres,30,30500000,pagada
F2025-0611,2025-11-11,2025-12-11,2025-12-14,C016,Insumos Agrícolas Llanos,Retail,Bogotá,A. Rojas,30,8600000,pagada
F2025-0612,2025-11-06,2025-12-06,2025-12-08,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,C. Peña,30,9200000,pagada
F2025-0613,2025-11-11,2025-12-11,2025-12-09,C016,Insumos Agrícolas Llanos,Retail,Bogotá,L. Vargas,30,5900000,pagada
F2025-0614,2025-11-22,2025-12-22,2025-12-29,C038,Química Industrial CB,Manufactura,Cali,C. Peña,30,14600000,pagada
F2025-0615,2025-11-28,2025-12-28,2025-12-26,C011,Metalmecánica Bolívar,Manufactura,Bogotá,L. Vargas,30,12300000,pagada
F2025-0616,2025-11-23,2025-12-23,2026-01-24,C036,Construred,Construcción,Bogotá,L. Vargas,30,29000000,pagada
F2025-0617,2025-11-20,2025-12-20,2026-01-02,C011,Metalmecánica Bolívar,Manufactura,Bogotá,A. Rojas,30,21800000,pagada
F2025-0618,2025-11-03,2025-12-18,2025-12-20,C008,Supermercados La Economía,Retail,Cali,J. Mora,45,5800000,pagada
F2025-0619,2025-11-22,2025-12-22,2025-12-19,C011,Metalmecánica Bolívar,Manufactura,Bogotá,L. Vargas,30,13400000,pagada
F2025-0620,2025-11-25,2026-01-09,,C013,Constructora Cimientos,Construcción,Cali,D. Torres,45,22900000,vencida
F2025-0621,2025-11-22,2025-12-22,2025-12-15,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,A. Rojas,30,7000000,pagada
F2025-0622,2025-11-02,2026-01-01,2026-01-08,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,A. Rojas,60,15000000,pagada
F2025-0623,2025-11-25,2026-01-24,2026-01-30,C014,Panificadora Central,Manufactura,Barranquilla,A. Rojas,60,15900000,pagada
F2025-0624,2025-11-06,2025-12-06,2025-12-22,C029,Autopartes La 30,Retail,Barranquilla,C. Peña,30,4800000,pagada
F2025-0625,2025-11-06,2025-12-21,2025-12-22,C020,Droguería Vital,Servicios,Bucaramanga,J. Mora,45,4100000,pagada
F2025-0626,2025-11-22,2025-12-22,2025-12-22,C018,Ingeniería y Concreto,Construcción,Cali,A. Rojas,30,14700000,pagada
F2025-0627,2025-11-28,2026-01-27,,C019,Plásticos del Pacífico,Manufactura,Barranquilla,C. Peña,60,9700000,vencida
F2025-0628,2025-11-09,2025-12-24,2025-12-21,C007,Servicios Logísticos Andinos,Servicios,Medellín,A. Rojas,45,8100000,pagada
F2025-0629,2025-11-21,2025-12-21,2025-12-22,C029,Autopartes La 30,Retail,Barranquilla,L. Vargas,30,6100000,pagada
F2025-0630,2025-11-21,2025-12-21,2025-12-22,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,C. Peña,30,6300000,pagada
F2025-0631,2025-11-14,2025-12-14,2025-12-25,C029,Autopartes La 30,Retail,Barranquilla,A. Rojas,30,2900000,pagada
F2025-0632,2025-11-10,2025-12-25,2025-12-29,C040,Repuestos El Motor,Retail,Bucaramanga,C. Peña,45,9900000,pagada
F2025-0633,2025-11-17,2026-01-01,2025-12-22,C031,Seguridad Total Ltda,Servicios,Bogotá,L. Vargas,45,8300000,pagada
F2025-0634,2025-11-03,2026-01-02,,C019,Plásticos del Pacífico,Manufactura,Barranquilla,J. Mora,60,14900000,vencida
F2025-0635,2025-11-10,2025-12-25,,C013,Constructora Cimientos,Construcción,Cali,A. Rojas,45,31400000,vencida
F2025-0636,2025-11-22,2025-12-22,2025-12-20,C035,Tecnología Andina,Retail,Bucaramanga,L. Vargas,30,3700000,pagada
F2025-0637,2025-11-01,2025-12-01,2025-12-08,C011,Metalmecánica Bolívar,Manufactura,Bogotá,J. Mora,30,8600000,pagada
F2025-0638,2025-11-03,2025-12-18,2025-12-08,C020,Droguería Vital,Servicios,Bucaramanga,C. Peña,45,6900000,pagada
F2025-0639,2025-11-06,2025-12-21,2025-12-19,C031,Seguridad Total Ltda,Servicios,Bogotá,D. Torres,45,15200000,pagada
F2025-0640,2025-11-14,2025-12-14,2025-12-16,C037,Alimentos La Espiga,Manufactura,Medellín,C. Peña,30,24400000,pagada
F2025-0641,2025-11-24,2025-12-24,2025-12-30,C037,Alimentos La Espiga,Manufactura,Medellín,A. Rojas,30,15900000,pagada
F2025-0642,2025-11-20,2026-01-04,2026-01-26,C004,Ferretería La 80,Retail,Barranquilla,D. Torres,45,11600000,pagada
F2025-0643,2025-11-16,2025-12-16,2026-01-28,C036,Construred,Construcción,Bogotá,J. Mora,30,10800000,pagada
F2025-0644,2025-11-02,2025-12-02,2025-12-01,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,A. Rojas,30,17200000,pagada
F2025-0645,2025-11-21,2026-01-20,,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,J. Mora,60,21300000,vencida
F2025-0646,2025-11-24,2025-12-24,2025-12-24,C038,Química Industrial CB,Manufactura,Cali,L. Vargas,30,11100000,pagada
F2025-0647,2025-11-02,2025-12-02,2025-12-06,C027,Constructora Horizonte,Construcción,Medellín,D. Torres,30,14700000,pagada
F2025-0648,2025-11-16,2025-12-16,2025-12-14,C038,Química Industrial CB,Manufactura,Cali,L. Vargas,30,16500000,pagada
F2025-0649,2025-11-14,2026-01-13,2026-01-26,C014,Panificadora Central,Manufactura,Barranquilla,D. Torres,60,14100000,pagada
F2025-0650,2025-11-05,2025-12-20,2026-01-30,C013,Constructora Cimientos,Construcción,Cali,C. Peña,45,31900000,pagada
F2025-0651,2025-11-14,2026-01-13,2026-01-19,C014,Panificadora Central,Manufactura,Barranquilla,L. Vargas,60,14400000,pagada
F2025-0652,2025-11-20,2025-12-20,2025-12-25,C015,Transportes El Rápido,Servicios,Bucaramanga,A. Rojas,30,5700000,pagada
F2025-0653,2025-11-11,2025-12-11,2025-12-16,C028,Papelería Nacional,Retail,Cali,D. Torres,30,7500000,pagada
F2025-0654,2025-11-10,2026-01-09,,C019,Plásticos del Pacífico,Manufactura,Barranquilla,L. Vargas,60,23400000,vencida
F2025-0655,2025-11-11,2025-12-26,2025-12-16,C030,Lácteos San Fernando,Manufactura,Bucaramanga,C. Peña,45,17700000,pagada
F2025-0656,2025-11-17,2026-01-01,2026-01-11,C017,Modas Capital,Retail,Medellín,L. Vargas,45,9200000,pagada
F2025-0657,2025-11-24,2026-01-08,,C013,Constructora Cimientos,Construcción,Cali,D. Torres,45,10900000,vencida
F2025-0658,2025-11-01,2025-12-16,2025-12-18,C008,Supermercados La Economía,Retail,Cali,A. Rojas,45,6800000,pagada
F2025-0659,2025-11-28,2026-01-27,,C023,Electrodomésticos La Rebaja,Retail,Cali,A. Rojas,60,12400000,vencida
F2025-0660,2025-11-03,2025-12-03,2026-01-07,C036,Construred,Construcción,Bogotá,L. Vargas,30,42800000,pagada
F2025-0661,2025-11-11,2025-12-11,2025-12-20,C035,Tecnología Andina,Retail,Bucaramanga,A. Rojas,30,7800000,pagada
F2025-0662,2025-11-28,2025-12-28,2025-12-24,C011,Metalmecánica Bolívar,Manufactura,Bogotá,D. Torres,30,12900000,pagada
F2025-0663,2025-11-04,2025-12-19,2025-12-26,C020,Droguería Vital,Servicios,Bucaramanga,C. Peña,45,9100000,pagada
F2025-0664,2025-11-23,2025-12-23,2025-12-26,C029,Autopartes La 30,Retail,Barranquilla,C. Peña,30,8400000,pagada
F2025-0665,2025-11-23,2026-01-07,2026-01-10,C025,Frutas Exóticas Export,Agroindustria,Bucaramanga,J. Mora,45,3700000,pagada
F2025-0666,2025-11-09,2026-01-08,2026-01-24,C003,Distribuciones Caribe,Retail,Cali,D. Torres,60,14600000,pagada
F2025-0667,2025-11-20,2026-01-19,2026-01-18,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,A. Rojas,60,8900000,pagada
F2025-0668,2025-11-16,2025-12-16,,C002,Constructora Monserrate,Construcción,Medellín,C. Peña,30,68700000,vencida
F2025-0669,2025-11-07,2025-12-07,2025-12-02,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,L. Vargas,30,8400000,pagada
F2025-0670,2025-11-27,2025-12-27,2026-01-31,C027,Constructora Horizonte,Construcción,Medellín,J. Mora,30,13400000,pagada
F2025-0671,2025-11-22,2025-12-22,2025-12-21,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,L. Vargas,30,20500000,pagada
F2025-0672,2025-11-21,2026-01-20,2026-01-16,C014,Panificadora Central,Manufactura,Barranquilla,L. Vargas,60,17600000,pagada
F2025-0673,2025-11-18,2026-01-17,2026-01-17,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,L. Vargas,60,13500000,pagada
F2025-0674,2025-11-21,2025-12-21,2026-01-21,C027,Constructora Horizonte,Construcción,Medellín,L. Vargas,30,11000000,pagada
F2025-0675,2025-11-20,2025-12-20,2025-12-10,C018,Ingeniería y Concreto,Construcción,Cali,A. Rojas,30,16700000,pagada
F2025-0676,2025-11-19,2026-01-03,2026-01-04,C004,Ferretería La 80,Retail,Barranquilla,C. Peña,45,14100000,pagada
F2025-0677,2025-11-28,2026-01-27,2026-01-17,C032,Acabados y Pinturas,Construcción,Medellín,J. Mora,60,30200000,pagada
F2025-0678,2025-11-16,2025-12-16,2025-12-08,C038,Química Industrial CB,Manufactura,Cali,A. Rojas,30,9400000,pagada
F2025-0679,2025-11-02,2025-12-02,2026-01-01,C036,Construred,Construcción,Bogotá,J. Mora,30,20300000,pagada
F2025-0680,2025-11-17,2026-01-01,2026-01-11,C030,Lácteos San Fernando,Manufactura,Bucaramanga,A. Rojas,45,11500000,pagada
F2025-0681,2025-11-18,2026-01-02,2025-12-28,C017,Modas Capital,Retail,Medellín,J. Mora,45,6200000,pagada
F2025-0682,2025-11-03,2025-12-03,2026-01-05,C036,Construred,Construcción,Bogotá,L. Vargas,30,25100000,pagada
F2025-0683,2025-11-25,2026-01-09,2026-01-03,C020,Droguería Vital,Servicios,Bucaramanga,C. Peña,45,5100000,pagada
F2025-0684,2025-11-17,2026-01-16,2026-01-06,C006,Textiles Antioquia,Manufactura,Bogotá,L. Vargas,60,6500000,pagada
F2025-0685,2025-11-24,2025-12-24,2025-12-20,C035,Tecnología Andina,Retail,Bucaramanga,C. Peña,30,15700000,pagada
F2025-0686,2025-11-10,2025-12-25,2026-01-04,C013,Constructora Cimientos,Construcción,Cali,A. Rojas,45,29000000,pagada
F2025-0687,2025-11-21,2025-12-21,2026-01-05,C038,Química Industrial CB,Manufactura,Cali,C. Peña,30,12300000,pagada
F2025-0688,2025-11-02,2025-12-02,2025-12-14,C015,Transportes El Rápido,Servicios,Bucaramanga,A. Rojas,30,6800000,pagada
F2025-0689,2025-11-11,2025-12-11,2025-12-12,C035,Tecnología Andina,Retail,Bucaramanga,L. Vargas,30,6600000,pagada
F2025-0690,2025-12-26,2026-01-25,2026-01-29,C010,Café y Cosecha,Agroindustria,Bucaramanga,A. Rojas,30,8200000,pagada
F2025-0691,2025-12-26,2026-01-25,2026-01-27,C038,Química Industrial CB,Manufactura,Cali,D. Torres,30,9300000,pagada
F2025-0692,2025-12-18,2026-01-17,2026-01-25,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,D. Torres,30,11000000,pagada
F2025-0693,2025-12-01,2025-12-31,2025-12-26,C010,Café y Cosecha,Agroindustria,Bucaramanga,A. Rojas,30,22600000,pagada
F2025-0694,2025-12-22,2026-02-20,,C014,Panificadora Central,Manufactura,Barranquilla,L. Vargas,60,13800000,vigente
F2025-0695,2025-12-15,2026-01-14,,C002,Constructora Monserrate,Construcción,Medellín,D. Torres,30,23100000,vencida
F2025-0696,2025-12-10,2026-01-09,2026-01-18,C033,Granos del Tolima,Agroindustria,Cali,D. Torres,30,10000000,pagada
F2025-0697,2025-12-05,2026-01-04,2025-12-31,C035,Tecnología Andina,Retail,Bucaramanga,D. Torres,30,12000000,pagada
F2025-0698,2025-12-16,2026-01-15,2026-01-15,C016,Insumos Agrícolas Llanos,Retail,Bogotá,J. Mora,30,23000000,pagada
F2025-0699,2025-12-27,2026-01-26,,C034,Muebles Modernos,Manufactura,Barranquilla,L. Vargas,30,10900000,vencida
F2025-0700,2025-12-01,2026-01-15,2026-01-26,C031,Seguridad Total Ltda,Servicios,Bogotá,L. Vargas,45,7300000,pagada
F2025-0701,2025-12-01,2025-12-31,2026-01-10,C033,Granos del Tolima,Agroindustria,Cali,A. Rojas,30,17300000,pagada
F2025-0702,2025-12-21,2026-01-20,2026-01-30,C033,Granos del Tolima,Agroindustria,Cali,C. Peña,30,11800000,pagada
F2025-0703,2025-12-12,2026-02-10,,C023,Electrodomésticos La Rebaja,Retail,Cali,D. Torres,60,6500000,vigente
F2025-0704,2025-12-19,2026-01-18,2026-01-21,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,J. Mora,30,14400000,pagada
F2025-0705,2025-12-16,2026-01-15,2026-01-29,C037,Alimentos La Espiga,Manufactura,Medellín,C. Peña,30,14100000,pagada
F2025-0706,2025-12-16,2026-01-30,2026-01-30,C025,Frutas Exóticas Export,Agroindustria,Bucaramanga,L. Vargas,45,4600000,pagada
F2025-0707,2025-12-25,2026-01-24,2026-01-14,C037,Alimentos La Espiga,Manufactura,Medellín,C. Peña,30,12700000,pagada
F2025-0708,2025-12-03,2026-01-02,2026-01-03,C039,Eventos y Banquetes Real,Servicios,Barranquilla,J. Mora,30,8800000,pagada
F2025-0709,2025-12-13,2026-01-27,2026-01-25,C008,Supermercados La Economía,Retail,Cali,C. Peña,45,13800000,pagada
F2025-0710,2025-12-13,2026-01-27,2026-01-31,C017,Modas Capital,Retail,Medellín,J. Mora,45,10800000,pagada
F2025-0711,2025-12-26,2026-02-09,,C008,Supermercados La Economía,Retail,Cali,J. Mora,45,7900000,vigente
F2025-0712,2025-12-26,2026-02-24,,C003,Distribuciones Caribe,Retail,Cali,L. Vargas,60,4100000,vigente
F2025-0713,2025-12-27,2026-01-26,2026-01-31,C039,Eventos y Banquetes Real,Servicios,Barranquilla,L. Vargas,30,8100000,pagada
F2025-0714,2025-12-19,2026-01-18,2026-01-19,C037,Alimentos La Espiga,Manufactura,Medellín,D. Torres,30,20000000,pagada
F2025-0715,2025-12-01,2025-12-31,2026-01-20,C038,Química Industrial CB,Manufactura,Cali,L. Vargas,30,12200000,pagada
F2025-0716,2025-12-07,2026-01-06,2026-01-23,C036,Construred,Construcción,Bogotá,C. Peña,30,27500000,pagada
F2025-0717,2025-12-25,2026-01-24,2026-01-14,C026,Calzado Bucaramanga,Manufactura,Bogotá,C. Peña,30,11500000,pagada
F2025-0718,2025-12-22,2026-02-05,2026-01-26,C021,Consultores Empresariales BGA,Servicios,Bogotá,C. Peña,45,5500000,pagada
F2025-0719,2025-12-06,2026-01-20,,C040,Repuestos El Motor,Retail,Bucaramanga,L. Vargas,45,16200000,vencida
F2025-0720,2025-12-26,2026-02-24,,C023,Electrodomésticos La Rebaja,Retail,Cali,C. Peña,60,8700000,vigente
F2025-0721,2025-12-07,2026-01-06,2025-12-31,C026,Calzado Bucaramanga,Manufactura,Bogotá,A. Rojas,30,23300000,pagada
F2025-0722,2025-12-12,2026-01-11,2026-01-27,C009,Obras Civiles del Norte,Construcción,Barranquilla,A. Rojas,30,26800000,pagada
F2025-0723,2025-12-09,2026-01-23,2026-01-30,C030,Lácteos San Fernando,Manufactura,Bucaramanga,D. Torres,45,38900000,pagada
F2025-0724,2025-12-14,2026-01-13,2026-01-14,C033,Granos del Tolima,Agroindustria,Cali,J. Mora,30,10900000,pagada
F2025-0725,2025-12-15,2026-01-14,2026-01-08,C028,Papelería Nacional,Retail,Cali,J. Mora,30,5900000,pagada
F2025-0726,2025-12-06,2026-01-20,2026-01-14,C020,Droguería Vital,Servicios,Bucaramanga,J. Mora,45,12100000,pagada
F2025-0727,2025-12-21,2026-02-04,,C008,Supermercados La Economía,Retail,Cali,C. Peña,45,8200000,vigente
F2025-0728,2025-12-25,2026-01-24,,C002,Constructora Monserrate,Construcción,Medellín,C. Peña,30,34400000,vencida
F2025-0729,2025-12-21,2026-01-20,2026-01-27,C026,Calzado Bucaramanga,Manufactura,Bogotá,A. Rojas,30,16100000,pagada
F2025-0730,2025-12-24,2026-01-23,2026-01-29,C028,Papelería Nacional,Retail,Cali,C. Peña,30,22500000,pagada
F2025-0731,2025-12-23,2026-02-06,,C031,Seguridad Total Ltda,Servicios,Bogotá,L. Vargas,45,3200000,vigente
F2025-0732,2025-12-26,2026-01-25,2026-01-15,C039,Eventos y Banquetes Real,Servicios,Barranquilla,D. Torres,30,7400000,pagada
F2025-0733,2025-12-03,2026-01-17,2026-01-31,C020,Droguería Vital,Servicios,Bucaramanga,J. Mora,45,5100000,pagada
F2025-0734,2025-12-12,2026-01-11,2026-01-23,C034,Muebles Modernos,Manufactura,Barranquilla,A. Rojas,30,15400000,pagada
F2025-0735,2025-12-14,2026-01-13,2026-01-13,C029,Autopartes La 30,Retail,Barranquilla,J. Mora,30,5400000,pagada
F2025-0736,2025-12-02,2026-01-31,2026-01-21,C012,Comercial Santa Fe,Retail,Medellín,C. Peña,60,4700000,pagada
F2025-0737,2025-12-18,2026-01-17,2026-01-16,C034,Muebles Modernos,Manufactura,Barranquilla,D. Torres,30,10700000,pagada
F2025-0738,2025-12-14,2026-02-12,,C003,Distribuciones Caribe,Retail,Cali,A. Rojas,60,6300000,vigente
F2025-0739,2025-12-14,2026-02-12,,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,A. Rojas,60,9900000,vigente
F2025-0740,2025-12-10,2026-01-09,2026-01-24,C038,Química Industrial CB,Manufactura,Cali,C. Peña,30,10300000,pagada
F2025-0741,2025-12-05,2026-01-04,,C027,Constructora Horizonte,Construcción,Medellín,J. Mora,30,17200000,vencida
F2025-0742,2025-12-21,2026-01-20,2026-01-15,C038,Química Industrial CB,Manufactura,Cali,A. Rojas,30,27100000,pagada
F2025-0743,2025-12-08,2026-02-06,2026-01-31,C003,Distribuciones Caribe,Retail,Cali,C. Peña,60,8900000,pagada
F2025-0744,2025-12-11,2026-01-10,2026-01-22,C022,Maderas del Quindío,Manufactura,Medellín,D. Torres,30,14000000,pagada
F2025-0745,2025-12-25,2026-02-23,,C032,Acabados y Pinturas,Construcción,Medellín,D. Torres,60,30000000,vigente
F2025-0746,2025-12-01,2025-12-31,2026-01-07,C026,Calzado Bucaramanga,Manufactura,Bogotá,L. Vargas,30,12700000,pagada
F2025-0747,2025-12-20,2026-01-19,,C036,Construred,Construcción,Bogotá,J. Mora,30,28700000,vencida
F2025-0748,2025-12-23,2026-02-21,,C019,Plásticos del Pacífico,Manufactura,Barranquilla,D. Torres,60,9100000,vigente
F2025-0749,2025-12-25,2026-01-24,2026-01-22,C028,Papelería Nacional,Retail,Cali,D. Torres,30,17800000,pagada
F2025-0750,2025-12-18,2026-02-01,2026-01-25,C017,Modas Capital,Retail,Medellín,C. Peña,45,24900000,pagada
F2025-0751,2025-12-07,2026-01-06,2026-01-19,C035,Tecnología Andina,Retail,Bucaramanga,L. Vargas,30,9100000,pagada
F2025-0752,2025-12-07,2026-01-06,2026-01-03,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,D. Torres,30,9900000,pagada
F2025-0753,2025-12-01,2025-12-31,2025-12-31,C011,Metalmecánica Bolívar,Manufactura,Bogotá,L. Vargas,30,9100000,pagada
F2025-0754,2025-12-23,2026-02-06,,C004,Ferretería La 80,Retail,Barranquilla,D. Torres,45,5400000,vigente
F2025-0755,2025-12-05,2026-01-04,2026-01-03,C029,Autopartes La 30,Retail,Barranquilla,C. Peña,30,4500000,pagada
F2025-0756,2025-12-04,2026-01-03,2026-01-03,C010,Café y Cosecha,Agroindustria,Bucaramanga,L. Vargas,30,8400000,pagada
F2025-0757,2025-12-01,2026-01-15,,C013,Constructora Cimientos,Construcción,Cali,A. Rojas,45,16400000,vencida
F2025-0758,2025-12-10,2026-01-09,2026-01-15,C034,Muebles Modernos,Manufactura,Barranquilla,J. Mora,30,11400000,pagada
F2025-0759,2025-12-06,2026-01-05,2026-01-21,C015,Transportes El Rápido,Servicios,Bucaramanga,A. Rojas,30,7700000,pagada
F2025-0760,2025-12-17,2026-02-15,,C006,Textiles Antioquia,Manufactura,Bogotá,D. Torres,60,6300000,vigente
F2025-0761,2025-12-05,2026-01-19,2026-01-29,C001,Almacenes El Dorado,Retail,Bogotá,D. Torres,45,7700000,pagada
F2025-0762,2025-12-22,2026-01-21,2026-01-24,C010,Café y Cosecha,Agroindustria,Bucaramanga,J. Mora,30,5100000,pagada
F2025-0763,2025-12-14,2026-01-13,2026-01-26,C037,Alimentos La Espiga,Manufactura,Medellín,A. Rojas,30,12600000,pagada
F2025-0764,2025-12-21,2026-01-20,2026-01-13,C022,Maderas del Quindío,Manufactura,Medellín,D. Torres,30,7900000,pagada
F2025-0765,2025-12-25,2026-02-08,,C040,Repuestos El Motor,Retail,Bucaramanga,D. Torres,45,7200000,vigente
F2025-0766,2025-12-20,2026-01-19,,C009,Obras Civiles del Norte,Construcción,Barranquilla,D. Torres,30,27500000,vencida
F2025-0767,2025-12-19,2026-01-18,2026-01-27,C015,Transportes El Rápido,Servicios,Bucaramanga,D. Torres,30,4400000,pagada
F2025-0768,2025-12-09,2026-01-23,,C007,Servicios Logísticos Andinos,Servicios,Medellín,D. Torres,45,9500000,vencida
F2025-0769,2025-12-13,2026-01-12,2026-01-17,C016,Insumos Agrícolas Llanos,Retail,Bogotá,L. Vargas,30,7900000,pagada
F2025-0770,2025-12-28,2026-02-26,,C023,Electrodomésticos La Rebaja,Retail,Cali,C. Peña,60,9700000,vigente
F2025-0771,2025-12-25,2026-01-24,2026-01-25,C033,Granos del Tolima,Agroindustria,Cali,J. Mora,30,13700000,pagada
F2025-0772,2025-12-10,2026-01-09,2026-01-11,C015,Transportes El Rápido,Servicios,Bucaramanga,A. Rojas,30,6100000,pagada
F2025-0773,2025-12-08,2026-01-22,,C031,Seguridad Total Ltda,Servicios,Bogotá,J. Mora,45,7000000,vencida
F2025-0774,2025-12-03,2026-01-02,2026-01-15,C026,Calzado Bucaramanga,Manufactura,Bogotá,C. Peña,30,15200000,pagada
F2025-0775,2025-12-07,2026-02-05,,C012,Comercial Santa Fe,Retail,Medellín,J. Mora,60,9200000,vigente
